path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
video/Blue Flame,"camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance hair: gentle motion with movement fx: glowing blue fire effects, subtle sparks and embers floating in the air","camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance...",13:17,832x1088,30.0,5s,"tracking, shot, angle, motion, dress, flame, movement, lighting"
video/Beauty Model,"""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the reflection of light on her luminous skin. The lighting is moody yet radiant, shifting subtly as she blinks, drawing attention to the artistry of the makeup application.""","""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the...",9:16,720x1280,30.0,5s,"close, up, model, eye, eyeshadow, gaze, camera, detail"
video/Ballet dancer,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,38:51,1216x1632,30.0,5s,"ballet, dancer, theater, leotard"
video/A cat is baking tokyo tower,"""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge cakes, spreads cream, and carefully decorates the tower. Finally, it gently places a dried fish (niboshi) on the top and smiles with satisfaction.""","""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge...",9:16,720x1280,30.0,5s,"cat, apron, tokyo, tower, cake, meter, cream, strawberry"
video/Mini Pancake Workshop,"camera moving to the left keeping the object in the center, mini chefs cooking pancakes","camera moving to the left keeping the object in the center, mini chefs cooking pancakes",9:16,720x1280,30.0,5s,"camera, object, center, chef, cooking"
video/Bear and baby,"a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture, moving calmly yet powerfully. The city streets are filled with natural light, with buildings and cars in the distance","a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture,...",9:16,1080x1920,30.0,5s,"child, bear, city, street, daylight, face, excitement, awe"
video/Tiger and baby,"A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves swiftly and fluidly, its paws hitting the ground with force as it races forward. The child, gripping tightly to the tiger, is laughing joyfully, enjoying the speed and thrill of the ride. The background blurs dramatically due to the high velocity, with buildings and city elements passing by in a rush. The animation captures the energy and intensity of the tiger’s movement, while keeping the child’s excitement in sharp focus","A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves...",9:16,1080x1920,30.0,5s,"animation, child, tiger, city, street, speed, body, stripe"
video/@niana.ai in Rio,"the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.","the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.",36:55,1152x1760,30.0,5s,"camera, zoom, sunlight, detail, angle, picture, wind, glass"
video/model on the lounge chair,"model is posing, camera zooms in","model is posing, camera zooms in",59:34,1888x1088,30.0,5s,"model, camera, zoom"
"video/Cat, magician Amazing force to p",Bring this picture to life All elements are animated.,Bring this picture to life All elements are animated.,9:16,1080x1920,30.0,10s,"picture, life, element"
video/Beautiful girl and white tiger,"An asian girl riding a tiger. Running, smiling, hair blowing in the wind. Snowing splashes","An asian girl riding a tiger. Running, smiling, hair blowing in the wind. Snowing splashes",17:29,1088x1856,30.0,5s,"girl, tiger, hair, wind, splash"
video/A Moment of Trust,"the girl and the lion look at each other in slow motion, the camera is static","the girl and the lion look at each other in slow motion, the camera is static",9:16,720x1280,30.0,5s,"girl, lion, motion, camera"
video/The Ultimate Chase,"joker style, gotham city diamond district, street view of the police car driving away from the camera, flashing lights on police car, chasing a group of diamond thieves","joker style, gotham city diamond district, street view of the police car driving away from the camera, flashing lights on police car, chasing a group of diamond thieves",4:5,1280x1600,30.0,5s,"joker, style, gotham, city, diamond, district, street, view"
video/tiger movement from the clouds,"Create an animated sequence featuring a powerful tiger leaping out from fiery, smoke-filled clouds. Begin with a slow-motion build-up of glowing embers and swirling smoke, intensifying the atmosphere. The tiger emerges with dynamic motion, its fur shimmering with fiery light and its eyes glowing a deep red, exuding raw energy.Enhance the scene with cinematic effects: add streaks of orange and red flames trailing behind the tiger as it moves, with motion blur to emphasize its speed and power. Include dramatic lighting, with rays of golden light piercing through the smoke, highlighting the tiger’s muscular form and fierce expression.Use a camera zoom effect to start with a wide-angle view of the tiger and surrounding environment. As the tiger leaps forward, the camera zooms in, focusing on its face and fiery eyes for a dramatic close-up. Add soft particle effects, like glowing embers and ashes floating in the air, to blend the tiger's motion seamlessly into the fiery environment. Conclude with a burst of flames as the tiger lands, creating ripples of energy in the surrounding smoke.","Create an animated sequence featuring a powerful tiger leaping out from fiery, smoke-filled clouds. Begin with a slow-motion build-up of glowing embers and swirling smoke, intensifying the atmosphere. The tiger emerges with dynamic motion, its...",9:16,1080x1920,30.0,5s,"sequence, tiger, smoke, cloud, motion, build, up, ember"
video/love in the city,"a couple is dancing in the park, the balloon flies away","a couple is dancing in the park, the balloon flies away",9:16,1080x1920,30.0,10s,"couple, park, balloon"
video/Beautiful young woman smiling,"She turns her head slightly to the right as she runs her left hand through her hair, smiles warmly at the camera, and props her chin on the palms of both hands continuing to smile sweetly.","She turns her head slightly to the right as she runs her left hand through her hair, smiles warmly at the camera, and props her chin on the palms of both hands continuing to smile...",1:1,960x960,30.0,10s,"head, right, hand, hair, camera, chin, palm"
video/Date Package,"A highly detailed cinematic animation of a miniature date packaging factory where freshly harvested dates smoothly move along a conveyor belt. The conveyor runs continuously, carrying glossy, rich brown dates toward robotic sorting arms that gently adjust their positions. Tiny workers in yellow safety helmets and aprons inspect and handle the dates, carefully placing them into neatly arranged boxes. Dramatic lighting enhances the scene, with warm golden spotlights illuminating the moving dates, casting soft shadows that emphasize their texture and shine. Subtle industrial haze and gentle steam rise from nearby machines, adding depth and realism. The camera moves dynamically, capturing the intricate details of the production line while maintaining a smooth, cinematic feel.","A highly detailed cinematic animation of a miniature date packaging factory where freshly harvested dates smoothly move along a conveyor belt. The conveyor runs continuously, carrying glossy, rich brown dates toward robotic sorting arms that...",22:39,704x1248,30.0,5s,"animation, date, packaging, factory, conveyor, belt, arm, position"
