path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/The Enchanted Bakery,"a 24-year-old Roman baker with chestnut curls and cerulean eyes, kneading ambrosia-flecked dough in a dawn-lit pistrinum. Show azure flames roaring in a Fornax-etched brick oven, casting shadows on levitating libum cakes dripping golden nectar. Capture the mystical atmosphere with dramatic lighting and soft, traditional sounds.","a 24-year-old Roman baker with chestnut curls and cerulean eyes, kneading ambrosia-flecked dough in a dawn-lit pistrinum. Show azure flames roaring in a Fornax-etched brick oven, casting shadows on levitating libum cakes dripping golden nectar....",33:26,1056x832,30.0,10s,"year, baker, curl, eye, ambrosia, dough, dawn, pistrinum"
clips/Coffee time,"A beautifully animated little girl with big, expressive eyes walks into a warm and inviting coffee shop. The atmosphere is charming, with soft lighting, wooden furniture, and the rich aroma of freshly brewed coffee filling the air. She gracefully finds a seat by the window, where gentle sunlight streams in. A steaming cup of cappuccino is placed in front of her. She takes a sip of her coffee, savoring the warmth. The background features soft chatter, the clicking of cups, and peaceful acoustic music, creating a relaxing and cozy ambiance.","A beautifully animated little girl with big, expressive eyes walks into a warm and inviting coffee shop. The atmosphere is charming, with soft lighting, wooden furniture, and the rich aroma of freshly brewed coffee filling...",16:9,1280x720,30.0,10s,"girl, eye, coffee, shop, atmosphere, lighting, furniture, aroma"
clips/the storm,The camera is in a birds eyeview moving slowly forward the camera looks down when a swirling energy of clouds start to rumble and thunder clouds i lit up as the camera flying forward the camera looks down and out of the rumbling flowing thunderous clouds a beautiful white bear jumps out inwith lightning energy coming off the white bear bevening and sunset cast a beautiful gllow abouve the beautiful sky and clouds hyperrealistic photorealistic dark saturation colour.vibrant colours .muted color,The camera is in a birds eyeview moving slowly forward the camera looks down when a swirling energy of clouds start to rumble and thunder clouds i lit up as the camera flying forward the...,16:9,1920x1080,30.0,10s,"camera, bird, eyeview, energy, cloud, thunder, bear, lightning"
clips/Burning Soul,"piano burning slowly in the woods, slow motion","piano burning slowly in the woods, slow motion",16:9,1280x720,30.0,5s,"piano, wood, motion"
clips/SỰ KẾT HỢP HOÀN HẢO,HAI CON VẬT CHẠY GHÉP LAI THÂN HÌNH LẠI VỚI NHAU,HAI CON VẬT CHẠY GHÉP LAI THÂN HÌNH LẠI VỚI NHAU,1:1,960x960,30.0,5s,"hai, con, vật, chạy, ghép, lai, thân, hình"
clips/Learning to fly-2,learning to fly,learning to fly,1:1,1440x1440,30.0,5s,
clips/Werewolf bride,"bride walks slowly towards viewer, turns head to the right","bride walks slowly towards viewer, turns head to the right",37:54,1184x1728,30.0,5s,"bride, viewer, head, right"
clips/A majestic warrior princess,"A majestic warrior princess with long, flowing white hair, wearing glowing white magical armor adorned with intricate runes, walks confidently through a breathtaking snowy landscape. Beside her, a powerful warrior prince with dark, tousled hair and clad in shining silver armor, strides gracefully. His strong, determined gaze mirrors hers as they journey side by side. Towering behind them is an enormous, hyper-realistic woolly mammoth, its massive body dwarfing the landscape. The mammoth's colossal, curved tusks glisten in the cold air, and its thick, shaggy fur sways gently with each step. The ground trembles under its immense weight as it leaves deep, wide tracks in the snow, creating a stunning contrast against the pristine winter scenery. The ethereal light enhances the grandeur and serenity of the moment. Neben ihnen geht ein weißer groser wunderschöner Löwe mit sehr langem fell","A majestic warrior princess with long, flowing white hair, wearing glowing white magical armor adorned with intricate runes, walks confidently through a breathtaking snowy landscape. Beside her, a powerful warrior prince with dark, tousled hair...",22:39,704x1248,30.0,15s,"warrior, princess, hair, armor, rune, landscape, prince, silver"
clips/squirrel and a lion,"""Perched atop the lion’s broad nose, the squirrel playfully taps its tiny paws against the lion’s forehead","""Perched atop the lion’s broad nose, the squirrel playfully taps its tiny paws against the lion’s forehead",16:9,1920x1080,30.0,5s,"lion, nose, squirrel, paw, forehead"
clips/Aston Martin DB12,"L'Aston Martin DB12 noire de 2023 roule lentement le long de la mythique Highway 1, entre Monterey et Lucia, capturée en ralenti. La caméra, placée sous un angle de trois-quarts bas, suit le véhicule avec une fluidité élégante, mettant en valeur la brillance de sa carrosserie et la perfection de ses lignes. À chaque mouvement, la lumière du soleil caresse délicatement les courbes du véhicule, accentuant sa silhouette raffinée. Le ralenti permet de saisir chaque détail avec une précision impressionnante : la route qui défile sous les pneus, les reflets sur la carrosserie noire, et le paysage spectaculaire de l'océan et des falaises en arrière-plan. L’atmosphère est empreinte de sérénité, magnifiant l’harmonie entre la voiture et le décor naturel, comme si le temps s'était suspendu pour apprécier cette scène unique","L'Aston Martin DB12 noire de 2023 roule lentement le long de la mythique Highway 1, entre Monterey et Lucia, capturée en ralenti. La caméra, placée sous un angle de trois-quarts bas, suit le véhicule avec...",68:29,2176x928,30.0,10s,"l'aston, martin, db12, noire, de, roule, lentement, long"
clips/Boots are ready for shipping,"They tiny workers build the shoe just like some construction activities, looks so realistic, ang engaging,","They tiny workers build the shoe just like some construction activities, looks so realistic, ang engaging,",1:1,1440x1440,30.0,5s,"worker, shoe, construction, activity, ang"
clips/People in Small Countries Making,Make a video of the workers working hard to make coffee,Make a video of the workers working hard to make coffee,9:16,1080x1920,30.0,5s,"video, worker, coffee"
clips/children walking along a forest,"In the cartoon, two children, Anna and Pasha, are walking down a forest path towards a lush meadow. The sun filters through the tall trees, casting dappled light on the ground. Anna, with long light brown hair, is wearing a white summer dress and cream-colored shoes. Pasha, with short light blonde hair, is dressed in a light blue shirt, denim jeans, and black shoes. They both look excited and curious as they carefully step over roots and rocks on the trail. The air is fresh, and the sound of birds singing can be heard in the background. The forest is peaceful, with green foliage all around. Anna and Pasha are laughing and talking, clearly enjoying their adventure, eager to explore the meadow ahead","In the cartoon, two children, Anna and Pasha, are walking down a forest path towards a lush meadow. The sun filters through the tall trees, casting dappled light on the ground. Anna, with long light...",9:16,720x1280,30.0,10s,"cartoon, child, anna, pasha, forest, path, meadow, sun"
clips/물 불,"🔥 Name: Elara Moonveil🔮 Title: The Arcane Flame✨ Specialty: Elemental Mastery, High-speed Spellcasting, Arcane Precision""Power is nothing without control. Control is nothing without purpose.""Elara hovers slightly above the ground, her deep violet cloak billowing in the wind, the glow of enchanted runes flickering across its fabric. Mystic blue energy hums at her fingertips, tiny sparks of lightning flickering through the air.Her piercing amethyst eyes radiate intelligence and unshaken focus. She is not merely a wielder of magic—she is magic itself.With a single incantation, fire erupts at her feet, swirling around her like a living entity, its glow casting dancing shadows across her pale, flawless skin.She does not speak often. But when she does, her words shape the battlefield as surely as her spells.""Watch closely. The storm does not ask permission before it breaks.""","🔥 Name: Elara Moonveil🔮 Title: The Arcane Flame✨ Specialty: Elemental Mastery, High-speed Spellcasting, Arcane Precision""Power is nothing without control. Control is nothing without purpose.""Elara hovers slightly above the ground, her deep violet cloak billowing in...",22:39,704x1248,30.0,5s,"name, elara, moonveil, 🔮, title, arcane, flame, ✨"
